#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:Kemp" spec="beast.base.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:Kemp" spec="beast.base.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:Kemp" lower="0.0" name="popSize" spec="beast.base.inference.parameter.RealParameter">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:Kemp" spec="beast.base.evolution.tree.TreeIntervals">
#                <tree id="Tree.t:Kemp" spec="beast.base.evolution.tree.Tree">
#                    <trait id="dateTrait.t:Kemp" spec="beast.base.evolution.tree.TraitSet" traitname="date" units="day">
#                                    Day0=0,
#Day36=36,
#Day40=40,
#Day44=44,
#Day49=49,
#Day53=53,
#Day65=65,
#Day81=81,
#Day85=85,
#Day88=88,
#Day92_1=92,
#Day92_2=92,
#Day94=94,
#Day97=97,
#Day98_1=98,
#Day98_2=98,
#Day99_1=99,
#Day99_2=99,
#Day100_1=100,
#Day100_2=100                
#                                        <taxa id="TaxonSet.Kemp" spec="beast.base.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.Kemp"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="ClockPrior.c:Kemp" name="distribution">
#            <parameter id="clockRate.c:Kemp" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.4" name="M" spec="beast.base.inference.parameter.RealParameter">-5.0</parameter>
#                <parameter estimate="false" id="RealParameter.5" lower="0.0" name="S" spec="beast.base.inference.parameter.RealParameter" upper="5.0">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="FrequenciesPrior.s:Kemp" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:Kemp" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <distr id="Dirichlet.0" spec="beast.base.inference.distribution.Dirichlet">
#                <parameter dimension="4" estimate="false" id="RealParameter.3" name="alpha" spec="beast.base.inference.parameter.RealParameter">4.0 4.0 4.0 4.0</parameter>
#            </distr>
#        </prior>
#        <prior id="KappaPrior.s:Kemp" name="distribution">
#            <parameter id="kappa.s:Kemp" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S" spec="beast.base.inference.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:Kemp" name="distribution" x="@popSize.t:Kemp">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#        <distribution id="Root.prior" monophyletic="true" spec="beast.base.evolution.tree.MRCAPrior" tree="@Tree.t:Kemp">
#            <taxonset id="Root" spec="beast.base.evolution.alignment.TaxonSet">
#                <taxon id="Day0" spec="beast.base.evolution.alignment.Taxon"/>
#            </taxonset>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@Kemp" id="treeLikelihood.Kemp" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Kemp">
#            <siteModel id="SiteModel.s:Kemp" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:Kemp" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:Kemp" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Kemp" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:Kemp" kappa="@kappa.s:Kemp" spec="beast.base.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:Kemp" id="estimatedFreqs.s:Kemp" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:Kemp" id="StrictClock.c:Kemp" spec="beast.base.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	clockRate	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	height(Day0)	popSize	CoalescentConstant
452000	-41110.260703855034	-41007.91219358789	-102.34851026714989	-41007.91219358789	138.97712084878867	497.3072118109679	3.0987287447989775E-6	5.090590444915952	0.2995599379186201	0.18729295316954955	0.19286439861671	0.3202827102951202	0.0	41.28446794703021	-92.11615069903839
453000	-41122.007124634096	-41008.52688555359	-113.48023908050351	-41008.52688555359	175.81708284729797	689.8592135499154	2.444041118755696E-6	3.2151499294800736	0.3006157697230592	0.18504326362451343	0.19521062630447994	0.3191303403479473	0.0	56.29139400852824	-102.56610753253696
454000	-41112.47549627076	-41008.58862999798	-103.88686627277805	-41008.58862999798	136.48466335641461	540.9158916774637	3.474598886659571E-6	3.0218117775992943	0.29668831392828043	0.18447550557255998	0.19642730763188418	0.3224088728672755	0.0	55.251976060850716	-94.45177199346038
455000	-41126.62135462385	-41010.64924474461	-115.97210987924488	-41010.64924474461	167.07200174650208	710.0444946617133	2.4868519275160075E-6	5.597041547084681	0.29847518241925225	0.18406892472438938	0.19546116031977445	0.32199473253658406	0.0	61.49497517094156	-104.32125332746762
456000	-41117.09823522742	-41010.15109027926	-106.94714494816628	-41010.15109027926	133.90602512629067	565.7509336881006	3.4441042724728333E-6	2.816697011997659	0.2963332237056333	0.18412809223680568	0.1966328015290627	0.32290588252849833	0.0	58.86325220569539	-97.48680297945403
457000	-41117.6859714085	-41009.52922530139	-108.15674610711187	-41009.52922530139	138.06383485808215	570.7861284133812	3.1766827363404213E-6	4.746189453432733	0.29767214526246777	0.18411354775542002	0.1967970303625147	0.3214172766195975	0.0	60.87025488023416	-97.73072292569903
458000	-41122.266779324746	-41008.940840655174	-113.32593866956933	-41008.940840655174	205.51151774276798	775.9536654910273	2.676922802318908E-6	2.422193803219412	0.2977172404398045	0.18424218549573695	0.19655743168840392	0.3214831423760545	0.0	92.03552809867055	-102.57649727803651
459000	-41126.68899952458	-41009.73953855824	-116.9494609663396	-41009.73953855824	155.04003236303495	707.0958979105237	2.4614832059476524E-6	2.4467304823202047	0.29792219104549333	0.18389703095986742	0.19660533038252861	0.3215754476121106	0.0	129.16421214911946	-105.51092042595977
460000	-41114.8491365546	-41003.50431754744	-111.34481900715649	-41003.50431754744	188.64922040716527	672.2346267528726	2.2482714727108525E-6	4.718525358344067	0.2964338048443036	0.18412707382396795	0.19677399978053067	0.3226651215511977	0.0	52.90087396186401	-99.67889772358102
461000	-41116.11718564787	-41005.96322196521	-110.1539636826589	-41005.96322196521	183.330533765646	669.6096050079437	2.709009508123837E-6	4.814974001698563	0.29753806892479906	0.18502690237812308	0.197192450836199	0.3202425778608789	0.0	82.40612562548793	-98.78441280381169
462000	-41133.46620525715	-41014.01648811149	-119.4497171456584	-41014.01648811149	159.8080170867975	786.3231441486789	1.9315186496828897E-6	4.664754461997284	0.2963616077008102	0.1847789019508427	0.1970962685043164	0.3217632218440308	0.0	100.30735028329147	-106.53228181789056
463000	-41114.69908973609	-41008.54609638766	-106.15299334842707	-41008.54609638766	170.99974051441902	605.7825317809547	2.8994478104340287E-6	4.873071556129322	0.29719642222311243	0.1847159000829086	0.19702196889422288	0.3210657087997561	0.0	58.443908422214115	-95.37777063040343
464000	-41115.77229140186	-41010.12483707646	-105.64745432539996	-41010.12483707646	157.74621196292225	592.6927468893891	3.451766917787861E-6	4.903441753407973	0.29755652899554386	0.18478713401056887	0.19738463134366527	0.3202717056502219	0.0	53.70815682666538	-95.63193676427342
465000	-41114.81290745637	-41005.26089061835	-109.55201683801394	-41005.26089061835	164.78795467909757	630.1666779631893	2.298604851645947E-6	3.060579315457348	0.29562892686955494	0.1850239370512269	0.19785559745982143	0.3214915386193967	0.0	75.700113247053	-98.15652629014862
466000	-41118.83691805287	-41005.96008790469	-112.87683014817624	-41005.96008790469	176.9693106991736	659.1331051670379	1.9775315357846255E-6	3.1271184208958953	0.29748469006933953	0.18492089981429385	0.19748363825155116	0.3201107718648155	0.0	55.24480603999797	-101.14610810820889
467000	-41121.1890444824	-41004.78293137882	-116.40611310358597	-41004.78293137882	165.71753749440504	662.7657881343389	1.9775315357846255E-6	3.1271184208958953	0.29748469006933953	0.18492089981429385	0.19748363825155116	0.3201107718648155	0.0	136.56068216881155	-103.77039631741994
468000	-41120.70600440249	-41012.15240779573	-108.55359660675944	-41012.15240779573	170.6385919065736	632.7844646556232	2.7650768981220543E-6	3.005372973034422	0.2967620494775049	0.18520127765943872	0.19752893135445895	0.3205077415085974	0.0	61.800757743909315	-98.12897389773755
469000	-41122.011101909324	-41011.88881829502	-110.12228361430662	-41011.88881829502	184.26400803551462	673.9992659950581	2.8306601451022958E-6	2.9570536909465903	0.2952131892435974	0.18644753388746188	0.19907613915473427	0.31926313771420656	0.0	62.16576649542898	-99.81847296541227
470000	-41113.384019792524	-41007.18346036115	-106.20055943137334	-41007.18346036115	153.10334196696766	579.3475926482793	3.171945731782578E-6	3.0515199558149546	0.2977393722022391	0.186461736050597	0.1982582610676148	0.3175406306795492	0.0	65.74061661349462	-96.25305191433816
471000	-41109.57016165309	-41008.48863550828	-101.08152614481865	-41008.48863550828	138.88753277195562	504.87031526902285	2.904646698985165E-6	3.1069117598887503	0.2999612958420281	0.18588885173548134	0.19789014821400303	0.31625970420848765	0.0	38.01623679776215	-91.31158247149727
472000	-41111.067069138226	-41013.75756569783	-97.30950344039258	-41013.75756569783	116.96515554549684	434.7665813044541	4.376252087947874E-6	3.0678014347248554	0.29880323876856035	0.18557894614926232	0.19842655277712012	0.3171912623050573	0.0	48.990304541712845	-88.86914267533886
473000	-41125.43295062719	-41011.95556725001	-113.47738337718104	-41011.95556725001	136.19180853941145	618.4432861921373	2.5437638945554315E-6	3.134903669182216	0.30034859347960047	0.18534361128180804	0.19531137134042417	0.3189964238981673	0.0	76.37186213853451	-102.45070757020528
474000	-41120.970003216986	-41007.72867992763	-113.24132328935548	-41007.72867992763	260.2761858362327	832.0680505416756	1.867757775323023E-6	3.2382835289589624	0.3011473297530363	0.18534583497162516	0.19463541823124167	0.3188714170440968	0.0	69.44085437821894	-100.99059686661896
475000	-41121.614766685765	-41011.03667317732	-110.57809350844677	-41011.03667317732	142.77761917180194	597.6900015727686	2.678046783710243E-6	3.375067443835069	0.29964268955124856	0.1859348074764545	0.19550412244287318	0.31891838052942373	0.0	64.07598657994654	-99.85659353749085
476000	-41116.32568255477	-41007.894924250264	-108.43075830450567	-41007.894924250264	135.44070959482917	556.9388379831336	2.9578340233509157E-6	4.904291064419594	0.29791071174308476	0.18620892635351363	0.19541123599341853	0.32046912590998317	0.0	58.22381580832675	-97.73050545791773
477000	-41115.22399768318	-41005.95181538526	-109.27218229791245	-41005.95181538526	206.161438252721	679.6006138491923	2.186184585909886E-6	4.962881654118286	0.2996763753170813	0.18619202339756663	0.19432899857918667	0.3198026027061654	0.0	59.28701278448705	-97.30929273856151
478000	-41108.08010691614	-41008.6435322601	-99.43657465603812	-41008.6435322601	161.0053458577556	520.4928874708054	3.0860208952064646E-6	2.946361242008451	0.29976607957429385	0.18641906367101704	0.19401914953027086	0.3197957072244182	0.0	37.28890384028209	-89.96198082073764
479000	-41115.30086315885	-41009.18631942043	-106.11454373842736	-41009.18631942043	133.89660163114434	536.7342639647902	3.559156147657444E-6	2.9814777370395613	0.30064493917810114	0.18523986980451054	0.19414594849491454	0.31996924252247383	0.0	57.0014978187577	-96.74914208878225
480000	-41117.77821714281	-41008.505168280186	-109.27304886262644	-41008.505168280186	155.4006566088459	616.2835719423725	3.1843332266354464E-6	4.855821085057125	0.30118846618414613	0.18486414980007407	0.1943120033539085	0.3196353806618713	0.0	87.26799985172075	-98.45765744222251
481000	-41125.04317723775	-41014.232089464655	-110.81108777309161	-41014.232089464655	223.7490041757249	737.5006048232609	1.9157582275808682E-6	2.6304951732131334	0.30266043543470145	0.18535919397316744	0.19366572278121427	0.3183146478109168	0.0	77.31404066997725	-98.7727542444436
482000	-41114.292730837726	-41009.89715151242	-104.39557932530715	-41009.89715151242	153.79923147842268	541.9612469345569	2.947428471814274E-6	2.5188607997037646	0.30030400105675603	0.18401000771786755	0.19462324954030483	0.32106274168507154	0.0	32.926985516583564	-95.00908831817601
483000	-41116.574671204515	-41009.28709991654	-107.2875712879758	-41009.28709991654	170.8255388220668	615.7117390335258	2.4470646936528667E-6	4.31998562233402	0.30055842043323633	0.18409902036307543	0.1941519471852875	0.3211906120184008	0.0	67.12435130306231	-95.83450456140021
484000	-41114.26480904235	-41009.05253638006	-105.21227266228861	-41009.05253638006	136.477355231067	544.2630059800856	3.5236884601608116E-6	4.33062609243638	0.2987779895729525	0.18474160034989864	0.1933146494784676	0.32316576059868124	0.0	67.98898134208763	-95.18243489837579
485000	-41121.853652770485	-41011.87914612325	-109.97450664724204	-41011.87914612325	281.42454440748975	852.8555208501814	2.5549412887225913E-6	4.213464073792676	0.29640682996407486	0.1848600278471616	0.19458701971237743	0.3241461224763861	0.0	60.19421696841724	-98.84237194275471
486000	-41122.66376640608	-41010.55981792331	-112.10394848276803	-41010.55981792331	165.4318593981452	637.4214867403554	2.0286255483344974E-6	4.240462366529606	0.29800221800676957	0.18443790129015306	0.19379676107413618	0.3237631196289411	0.0	104.77355023621922	-99.45358423538616
487000	-41118.02452725578	-41007.18139831704	-110.84312893873471	-41007.18139831704	156.59108216576766	590.55033458162	3.138905623609875E-6	4.172285706838275	0.29607269374435136	0.1849333578098129	0.1941914663040778	0.32480248214175794	0.0	114.40086697061808	-99.89755841205857
488000	-41121.156641262234	-41016.016035415305	-105.14060584692828	-41016.016035415305	141.34938856247447	540.6450185898589	2.3692945240560816E-6	4.0504289150410315	0.295448344188596	0.18532135322838322	0.19399508948276423	0.32523521310025655	0.0	45.482522424055645	-94.03072967739851
489000	-41115.926292932316	-41009.02751604574	-106.89877688657702	-41009.02751604574	185.62767059320583	635.0923981883923	2.997194675054939E-6	4.1662017504852304	0.2952654759964818	0.18485256836688344	0.19429465440948462	0.3255873012271502	0.0	60.70052426876267	-96.406845966817
490000	-41129.03949347268	-41008.94514989485	-120.09434357783212	-41008.94514989485	182.38212815002788	759.7031797960713	1.6882064335713E-6	4.365159105424729	0.29727688378159295	0.18475651050107578	0.19304942225084878	0.3249171834664825	0.0	62.862805395292945	-107.13395460071852
491000	-41113.55186222541	-41010.25797747328	-103.29388475212731	-41010.25797747328	142.97453725541232	522.23720542354	3.4385628243837163E-6	4.188452442246123	0.2934853542046583	0.18534816397487636	0.19503292479737183	0.3261335570230935	0.0	52.200531207843476	-93.48746492791507
492000	-41119.73213157532	-41005.601497273725	-114.13063430159512	-41005.601497273725	182.86518254529642	722.9612010038365	2.3814076502109885E-6	4.39486509323084	0.2964647523636245	0.18490924609855205	0.19336502843671988	0.3252609731011036	0.0	79.12483237148058	-102.37743289343025
493000	-41112.44947147316	-41008.39839557001	-104.0510759031513	-41008.39839557001	142.35357878038207	525.6802132188842	3.5481927963288757E-6	4.39486509323084	0.2964647523636245	0.18490924609855205	0.19336502843671988	0.3252609731011036	0.0	40.21754456815994	-94.55323790713737
494000	-41111.46318731478	-41013.97444150102	-97.48874581376153	-41013.97444150102	126.27064192840218	461.0239281936326	4.9739597586691E-6	4.46877781389568	0.30084855054687454	0.18132458646743693	0.1940651667945926	0.323761696191096	0.0	34.72818465040377	-89.35570751860439
495000	-41117.61250494185	-41016.40782831069	-101.20467663116206	-41016.40782831069	118.84782776525034	476.7028618159928	3.0968959196914864E-6	7.262724116731385	0.30167335069212814	0.18131355582457392	0.1937261528015015	0.32328694068179636	0.0	37.794068282236346	-90.4850087528416
496000	-41119.34756323096	-41016.79358652844	-102.5539767025164	-41016.79358652844	102.58305751401763	444.85938540440986	3.989467647935247E-6	7.0437818946622635	0.29950353197465457	0.18245654791295834	0.19417669656576353	0.32386322354662356	0.0	32.08404085290801	-93.02903065515454
497000	-41112.006133240335	-41007.752684180065	-104.25344906027188	-41007.752684180065	177.50318309927323	575.5881020384384	3.0006416933904094E-6	7.086564675683768	0.30023804202837984	0.18202943298603663	0.19379136637876293	0.32394115860682055	0.0	52.35674783104796	-93.12820480997675
498000	-41127.674609509304	-41013.816285893496	-113.85832361581004	-41013.816285893496	156.21417246067512	672.6799048081859	3.2474879558776768E-6	6.862979176665904	0.29849812806389525	0.18193929408888912	0.19453823944550364	0.325024338401712	0.0	71.99377440974541	-102.77797797277725
499000	-41116.15061675881	-41010.73514580262	-105.41547095619008	-41010.73514580262	184.18180401693124	609.1613518968871	2.3523476751112863E-6	6.8499869590441635	0.29797500758397877	0.18232108759872223	0.19402664215772214	0.3256772626595768	0.0	49.160633998467176	-93.43171879225534
500000	-41120.22140973572	-41010.86403521996	-109.35737451576324	-41010.86403521996	139.8266184573709	543.0158946448137	2.778361929399152E-6	6.856683348067211	0.2987850729690996	0.1820183124718099	0.19301770556740924	0.32617890899168134	0.0	86.38160842817213	-97.47316872029936
501000	-41120.63783498764	-41016.326524533244	-104.31131045439305	-41016.326524533244	115.11791538036638	468.67695599479026	3.615034417554092E-6	6.537711068274354	0.29387377300322814	0.18249291658135539	0.1945708907446082	0.32906241967080835	0.0	75.25516842866462	-93.67626018605118
502000	-41120.768037953385	-41018.739218722556	-102.0288192308294	-41018.739218722556	132.09916989859352	500.8273261773037	3.6182746959480267E-6	6.458216871769432	0.2927202704464009	0.18220306780302803	0.1954971186047394	0.32957954314583154	0.0	42.02063665097484	-92.00136235701358
503000	-41130.77116527234	-41012.48614002041	-118.2850252519254	-41012.48614002041	219.72822289139117	775.4719325511176	1.3367702190117373E-6	6.579693462621021	0.2937862146621333	0.18303714400750473	0.1958265384597112	0.32735010287065086	0.0	125.90660798590311	-103.02051384593622
504000	-41116.75807512948	-41014.874267964275	-101.8838071652074	-41014.874267964275	171.26942916701515	545.7581867964813	3.4044222116826943E-6	6.515399351845099	0.2950202962619912	0.18289940121964415	0.19457869943996517	0.3275016030783995	0.0	53.5353290239488	-91.36842719436726
505000	-41129.43632668888	-41015.09193721709	-114.34438947179106	-41015.09193721709	241.85921082763883	794.2771305866576	2.7872390578737715E-6	5.297904424013365	0.2945963855937144	0.18236883069926732	0.1950523234524934	0.32798246025452493	0.0	48.327531431814364	-103.45443985967121
506000	-41121.793712206134	-41008.45741795996	-113.33629424617318	-41008.45741795996	187.683879170724	718.9623188399382	2.0965790654363873E-6	4.986196407781152	0.29276851068187243	0.18243190967876258	0.19637588606612827	0.3284236935732367	0.0	76.94612844498349	-100.91237914966483
507000	-41117.07425473358	-41007.638672407134	-109.43558232644783	-41007.638672407134	185.35433367833252	644.944616418274	2.062570222718267E-6	5.075833010443608	0.29257639695022647	0.1818897647786519	0.19639841017652926	0.3291354280945923	0.0	57.7145139608779	-97.20211624195257
508000	-41119.45695811606	-41012.9097927408	-106.54716537526028	-41012.9097927408	162.6969316427041	592.9060064583738	2.9769258300274537E-6	5.126458610170489	0.29405315704676277	0.1827615577778919	0.19545381079523536	0.32773147438011	0.0	48.41747904891081	-95.96778681637869
509000	-41115.33624072627	-41008.487834193525	-106.84840653274438	-41008.487834193525	148.76210052639732	562.3736763852454	2.5901975031373444E-6	5.081438753692334	0.2936408499844135	0.18258117357497747	0.1962583743243817	0.32751960211622727	0.0	51.372105427837724	-95.67038443180934
510000	-41106.875711989276	-41006.05150039393	-100.82421159534543	-41006.05150039393	121.56370735933316	451.413098268874	3.1628471946981787E-6	5.058331727043964	0.2947415337941316	0.1829034333171309	0.19587803279605284	0.32647700009268477	0.0	41.05865753446608	-90.67053109011225
511000	-41113.61583630864	-41009.55044119127	-104.0653951173734	-41009.55044119127	152.83362675846297	530.9466263601664	2.3487514243803346E-6	5.3813166087414475	0.2982671685988098	0.18308065486715458	0.19492803904631067	0.32372413748772483	0.0	39.44906807666731	-92.67215307430538
512000	-41111.13271953362	-41010.603656599895	-100.52906293372469	-41010.603656599895	126.17931558906595	464.1129478362245	4.288916096583041E-6	3.798421052101615	0.29922896504302776	0.18299428348636368	0.19477957075647884	0.3229971807141297	0.0	61.962971630594936	-91.49532176812104
513000	-41121.71859318387	-41008.46182216519	-113.25677101868075	-41008.46182216519	165.067422408492	651.6703106916502	2.8971511935133997E-6	3.784703437491234	0.2985487836226343	0.1831224442692575	0.1955403024410166	0.3227884696670914	0.0	122.0507834133773	-102.0498155957054
514000	-41113.093414959694	-41005.58240336958	-107.51101159010979	-41005.58240336958	143.7537652124069	566.7974377813352	2.6729899251216757E-6	3.725581621805293	0.2952823133125851	0.1838350785713434	0.19634832672574495	0.32453428139032653	0.0	48.16939661869238	-96.93890367126284
515000	-41119.46162019943	-41008.186265380165	-111.27535481926598	-41008.186265380165	154.17513829142734	624.5460161240545	2.508961026472613E-6	3.659004763293928	0.2948684661035937	0.18477269966768314	0.19580245929882167	0.3245563749299015	0.0	52.860487768353394	-100.37938495060095
516000	-41118.61390223418	-41008.37842375697	-110.2354784772117	-41008.37842375697	189.77436801534304	692.5902857327968	2.358921618126175E-6	3.617964435341955	0.29694595484643815	0.1845515778452965	0.19376309608915182	0.3247393712191135	0.0	56.67437381341396	-99.01982322923485
517000	-41119.54785395659	-41010.54446044628	-109.00339351030419	-41010.54446044628	169.83912804952743	600.3091471974317	2.833298999646419E-6	3.5782798642587124	0.2947825801961163	0.1838874659296744	0.19401908313550967	0.32731087073869974	0.0	41.20971374849358	-98.85345306689112
518000	-41120.05951986184	-41011.603689836506	-108.45583002533688	-41011.603689836506	157.07286334002714	582.5509815906267	2.534847006282172E-6	4.922215117501207	0.29360092329920484	0.18380179380680783	0.19493488045606136	0.327662402437926	0.0	75.73883632514438	-96.84719821353096
519000	-41134.757804043875	-41011.46069622888	-123.29710781499419	-41011.46069622888	257.3055272800778	1011.619875607614	1.753704051663647E-6	4.888128880324951	0.29379839037061367	0.18491643622273982	0.1941261560299289	0.3271590173767177	0.0	134.41303485381238	-109.59326871839855
520000	-41122.79889457342	-41008.094425728894	-114.70446884452424	-41008.094425728894	209.67199056038385	769.9531710299409	2.192689052677214E-6	4.888128880324951	0.29379839037061367	0.18491643622273982	0.1941261560299289	0.3271590173767177	0.0	62.42447035308036	-102.70830575247022
521000	-41117.83773136667	-41010.93082827128	-106.90690309539144	-41010.93082827128	155.54202715915523	580.3170345894399	2.8878705296806135E-6	4.773000769077563	0.29562449277834185	0.18355677508819887	0.19219284457313188	0.3286258875603274	0.0	43.814817438130916	-96.39286763038933
522000	-41122.84141481502	-41012.39966992105	-110.44174489396893	-41012.39966992105	147.119179632484	613.6589576605835	2.5105797809549107E-6	5.120666472526014	0.29864670772298724	0.18263796388663814	0.18975220054189385	0.32896312784848064	0.0	63.01675726153085	-98.88611009528927
523000	-41122.40473092164	-41014.075859168515	-108.32887175312737	-41014.075859168515	142.61586707488124	563.7032563660898	3.1374685839239203E-6	5.2270193417990924	0.29959584780630194	0.18235452400445504	0.18977169174229175	0.32827793644695125	0.0	42.959456304894076	-98.01375000362626
524000	-41121.0887403912	-41011.43195850721	-109.65678188398917	-41011.43195850721	148.42686091904403	603.6196423134256	2.5432340811468225E-6	5.176068685477064	0.29959156883204074	0.18317059389855608	0.190923092671728	0.3263147445976751	0.0	71.28103373937245	-98.02749562043915
525000	-41115.93795629638	-41010.42126683747	-105.5166894589117	-41010.42126683747	151.29428101354438	543.0475693497527	2.45917295841775E-6	5.181830165773747	0.298833474822077	0.18386009268736783	0.19111823779194392	0.3261881946986114	0.0	57.83061995097506	-93.96421152001145
526000	-41124.524197093604	-41012.00858161477	-112.51561547883776	-41012.00858161477	198.5638996057027	733.1199910198294	2.8555848208507504E-6	5.227409659978596	0.29935442290188613	0.18360185106059262	0.1913054306703552	0.325738295367166	0.0	83.73818959030251	-101.18089601434502
527000	-41140.674110021064	-41018.0558176676	-122.61829235346288	-41018.0558176676	268.60606416325743	1048.5641830288125	1.4677105010894977E-6	5.284775646273813	0.2994873507148118	0.18376813621154164	0.19167129249024106	0.3250732205834055	0.0	109.59010411728208	-108.21830890061918
528000	-41120.08517211692	-41012.85609364991	-107.22907846700427	-41012.85609364991	171.19785193274947	611.9170357956498	2.535586559557967E-6	3.3107408246852144	0.29837102665721466	0.1838167122714709	0.19191990371895212	0.3258923573523623	0.0	51.31319291375204	-96.49351224479658
529000	-41123.588955432424	-41007.6501178532	-115.9388375792246	-41007.6501178532	172.3571440020392	652.6670153548755	2.0801622188635505E-6	3.2577295123113363	0.2959168456767199	0.18286304123052108	0.1930151777073304	0.32820493538542855	0.0	143.92320559123027	-103.37428076836444
530000	-41120.067368470045	-41010.01364113001	-110.0537273400315	-41010.01364113001	146.4519017834285	608.3073694059345	2.3797419902531565E-6	3.1895661243175004	0.29389722373720817	0.18586426709865764	0.19444669892430097	0.3257918102398332	0.0	78.74257532511554	-98.69973025134087
531000	-41121.37428626021	-41011.99012533483	-109.38416092537835	-41011.99012533483	179.61556767976998	638.6630646572996	2.140949318938925E-6	3.267495599101145	0.295558403240779	0.18552437362561247	0.1940142698004245	0.32490295333318403	0.0	60.52947848817501	-97.82721039429109
532000	-41117.57292312473	-41006.34428432073	-111.22863880400284	-41006.34428432073	181.18076495785425	667.5549740279962	1.8986575446914108E-6	3.3068093285918434	0.295777205636188	0.18394936672891976	0.19530812752379448	0.3249653001110978	0.0	60.2344367041245	-99.15671100223254
533000	-41117.37457007801	-41009.974439916296	-107.40013016172021	-41009.974439916296	146.36661878236734	551.4661249026402	2.3975749373414544E-6	3.300330897059155	0.2951671367168858	0.18514988287690645	0.19601555818797814	0.3236674222182296	0.0	67.36891335937324	-96.20048798336032
534000	-41109.50887234592	-41007.9522304905	-101.55664185542376	-41007.9522304905	181.7798312287887	571.2844074918314	2.9197775964613666E-6	3.2515134826176553	0.2966717554381925	0.18444782753528122	0.19614405909537708	0.3227363579311491	0.0	47.419034961926045	-91.51400713365791
535000	-41114.33378123509	-41009.06372636517	-105.27005486991743	-41009.06372636517	137.88450694766055	545.2162362850593	3.3641214272842147E-6	3.1680609530238377	0.2959209856011869	0.18410818156216208	0.19639584035343555	0.3235749924832155	0.0	50.1855304839794	-95.75199127464916
536000	-41113.880435523104	-41011.45072708396	-102.42970843914486	-41011.45072708396	159.23912337447103	556.2738683398923	3.3641214272842147E-6	3.1680609530238377	0.2959209856011869	0.18410818156216208	0.19639584035343555	0.3235749924832155	0.0	44.61427310835874	-93.02931775897488
537000	-41120.60385574969	-41005.55249151709	-115.05136423259583	-41005.55249151709	212.90286611977754	800.4232005243379	1.937687794536179E-6	3.0890306417139195	0.2958001752775787	0.1856544297915582	0.19550367076585404	0.32304172416500926	0.0	81.69632654773916	-102.84893509744433
538000	-41124.95135747677	-41012.86783104681	-112.08352642995744	-41012.86783104681	167.6373715456366	681.1435994670331	3.3190590278473707E-6	3.828306845214641	0.2949756643369805	0.18573356453437842	0.1961954219660131	0.32309534916262783	0.0	111.58686612912382	-101.50413527381752
